Department,University,City/Cities,Marks required,Labs Avalible,Course Description,Admission dates,shifts,online,offered courses,clean_text
Med,Shonan University of Medical Sciences,Kanagawa,Medium,Yes,Medical sciences,Apr/Sep,Day,No,MBBS,medical science
Sci,St. Marianna University School of Medicine,Kanagawa,Medium,Yes,Medicine & health sciences,Apr/Sep,Day,No,MBBS,medicine    health science
Sci,Tsuru University,Kanagawa,Medium,Yes,Sciences & liberal arts,Apr/Sep,Day,Partial,BA,sciences    liberal art
Sci,Yokohama University of Art and Design,Yokohama,Medium,Yes,Arts & design,Apr/Sep,Day,No,BFA,arts    design
Multi,Aomori University,Aomori,Medium,Yes,Comprehensive university,Apr/Sep,Day,Partial,"BA, BSc",comprehensive university
Multi,Biwako Seikei Sport College,Otsu,Medium,Yes,Sports science & education,Apr/Sep,Day,No,BSc,sport science    education
Multi,Fukuoka University,Fukuoka,Medium,Yes,"Arts, business, science",Apr/Sep,Day,Partial,"BA, BSc",arts   business   science
Eng/Tech,Fukui University of Technology,Fukui,Medium,Yes,Engineering & tech,Apr/Sep,Day,No,"BEng, BSc",engineering    tech
Multi,Gakushuin University,Tokyo,Medium,Yes,Humanities & social sciences,Apr/Sep,Day,Partial,"BA, MA",humanity    social science
Multi,Gunma Prefectural Womens University,Gunma,Medium,Yes,Liberal arts & sciences,Apr/Sep,Day,Partial,"BA, BSc",liberal art    science
Multi,International University of Japan,Niigata,High,Yes,Business & international studies,Apr/Sep,Day,Yes,"MBA, BA",business    international study
Multi,Iwate University,Iwate,Medium,Yes,Public with many faculties,Apr/Oct,Day,Partial,"Sci, Arts",public faculty
Multi,Kagawa University,Takamatsu,Medium,Yes,Public research university,Apr/Oct,Day,Partial,"Sci, Arts",public research university
Multi,Kawasaki University of Medical Welfare,Okayama,Medium,Yes,Health sciences & welfare,Apr/Sep,Day,No,BSc,health science    welfare
Multi,Kitami Institute of Technology,Hokkaido,Medium,Yes,Engineering & sciences,Apr/Oct,Day,No,BEng,engineering    science
Multi,Kobe Gakuin University,Kobe,Medium,Yes,Business & law,Apr/Sep,Day,Partial,"BBA, LLB",business    law
Multi,Kurume University,Kurume,Medium,Yes,Medicine & sciences,Apr/Sep,Day,No,MBBS,medicine    science
Multi,Kyoto Institute of Technology,Kyoto,Medium,Yes,Engineering & design,Apr/Oct,Day,Partial,"Eng, Sci",engineering    design
Multi,Kyoto Pharmaceutical University,Kyoto,Medium,Yes,Pharmacy & life sciences,Apr/Sep,Day,No,BPharm,pharmacy    life science
Multi,Kyoto Womens University,Kyoto,Medium,Yes,Liberal arts,Apr/Sep,Day,Partial,BA,liberal art
Multi,Maebashi Institute of Technology,Gunma,Medium,Yes,Engineering & sciences,Apr/Sep,Day,No,"Eng, Sci",engineering    science
Multi,Meikai University,Chiba,Medium,Yes,Business & sciences,Apr/Sep,Day,Partial,"BA, BSc",business    science
Multi,Miyazaki University,Miyazaki,Medium,Yes,Public university with many faculties,Apr/Oct,Day,Partial,"Sci, Arts",public university faculty
Multi,Nagoya Gakuin University,Nagoya,Medium,Yes,"Business, humanities",Apr/Sep,Day,Partial,"BBA, BA",business   humanity
Multi,Nihon Fukushi University,Aichi,Medium,Yes,Social sciences & welfare,Apr/Sep,Day,Partial,BA,social science    welfare
Multi,Nishogakusha University,Tokyo,Medium,Yes,Humanities & social sciences,Apr/Sep,Day,Partial,BA,humanity    social science
Multi,Osaka City University,Osaka,Medium,Yes,Public urban university,Apr/Oct,Day,Partial,"Sci, Arts",public urban university
Multi,Osaka Prefecture University,Osaka,Medium,Yes,Public with tech & sciences,Apr/Oct,Day,Partial,"Eng, Sci",public tech    science
Multi,Saga Womens Junior College,Saga,Medium,Yes,Womens education & arts,Apr/Sep,Day,Partial,BA,woman s education    art
Multi,Seiwa Womens University,Nagasaki,Medium,Yes,Womens studies & humanities,Apr/Sep,Day,Partial,BA,woman s study    humanity
Multi,Shiga University,Shiga,Medium,Yes,Public comprehensive university,Apr/Oct,Day,Partial,"Sci, Arts",public comprehensive university
Multi,Shizuoka University,Shizuoka,Medium,Yes,Public with science & humanities,Apr/Oct,Day,Partial,"Sci, Arts",public science    humanity
Multi,Tokyo Denki University,Tokyo,Medium,Yes,Engineering & technology,Apr/Sep,Day,No,Eng,engineering    technology
Multi,Tokyo University of Agriculture and Technology,Tokyo,Medium,Yes,"Agriculture, engineering",Apr/Oct,Day,No,"Agri, Eng",agriculture   engineering
Multi,Umekoji Park International University,Kyoto,Medium,Yes,Social sciences & international studies,Apr/Sep,Day,Partial,BA,social science    international study
Multi,University of Miyazaki,Miyazaki,Medium,Yes,Public comprehensive,Apr/Oct,Day,Partial,"Sci, Arts",public comprehensive
Multi,University of Shimane,Shimane,Medium,Yes,Public multi?disciplinary,Apr/Oct,Day,Partial,"Sci, Arts",public multi disciplinary
Multi,University of Toyama,Toyama,Medium,Yes,Public with science & health,Apr/Oct,Day,Partial,"Sci, BSc",public science    health
Multi,Yamanashi University,Kofu,Medium,Yes,Public science & humanities,Apr/Oct,Day,Partial,"Sci, BA",public science    humanity
Multi,Yokohama National University,Yokohama,Medium,Yes,Public research,Apr/Oct,Day,Partial,"Sci, Eng",public research
Multi,Advanced Institute of Industrial Technology,Tokyo,Medium,Yes,"Technology, applied sciences",Apr/Sep,Day,Partial,"Eng, Sci",technology   apply science
Multi,Aichi Gakusen University,Okazaki,Medium,Yes,Arts & management,Apr/Sep,Day,Partial,"BA, BSc",arts    management
Multi,Aichi Mizuho College,Nagoya,Medium,Yes,Business & social sciences,Apr/Sep,Day,Partial,"BBA, BA",business    social science
Arts,Aichi University of the Arts,Nagakute,Medium,Yes,Fine arts & design,Apr/Sep,Day,No,BFA,fine art    design
Multi,Akita Prefectural University,Akita,Medium,Yes,Public comprehensive,Apr/Oct,Day,Partial,"BA, BSc",public comprehensive
Multi,Aomori Public University,Aomori,Medium,Yes,Public university,Apr/Oct,Day,Partial,"BA, BSc",public university
Multi,Aomori University of Health and Welfare,Aomori,Medium,Yes,Health & welfare,Apr/Oct,Day,No,BSc,health    welfare
Multi,Ashikaga Institute of Technology,Tochigi,Medium,Yes,Engineering & tech,Apr/Sep,Day,No,"Eng, Sci",engineering    tech
Multi,Chitose Institute of Science & Technology,Chitose,Medium,Yes,Sciences & engineering,Apr/Oct,Day,Partial,"Eng, Sci",sciences    engineering
Multi,Ehime Prefectural University,Ehime,Medium,Yes,Public sciences & humanities,Apr/Oct,Day,Partial,"BA, BSc",public science    humanity
Multi,Fukuoka Womens University,Fukuoka,Medium,Yes,Womens liberal arts & sciences,Apr/Sep,Day,Partial,"BA, BSc",woman s liberal art    science
Multi,Hakuoh University,Tochigi,Medium,Yes,"Business, humanities",Apr/Sep,Day,Partial,"BA, BBA",business   humanity
Multi,Institute of Technologists,Saitama,Medium,Yes,Engineering & tech,Apr/Sep,Day,No,Eng,engineering    tech
Multi,International Budo University,Chiba,Medium,Yes,Sports science & culture,Apr/Sep,Day,Partial,BSc,sport science    culture
Multi,Jobu University,Gunma,Medium,Yes,Business & arts,Apr/Sep,Day,Partial,"BA, BBA",business    art
Multi,Kaichi International University,Chiba,Medium,Yes,Business & global studies,Apr/Sep,Day,Partial,BA,business    global study
Multi,Keiai University,Chiba,Medium,Yes,Business & social sciences,Apr/Sep,Day,Partial,BBA,business    social science
Multi,Kyoritsu University,Fukuoka,Medium,Yes,Business & arts,Apr/Sep,Day,Partial,BA,business    art
Multi,Makuhari International University,Chiba,Medium,Yes,Global studies,Apr/Sep,Day,Partial,BA,global study
Multi,Nagoya Bunri University,Nagoya,Medium,Yes,Sciences & business,Apr/Sep,Day,Partial,"BSc, BA",science    business
Multi,Nagoya College of Music,Nagoya,Medium,Yes,Music & performing arts,Apr/Sep,Day,No,BMus,music    perform art
Multi,Nagoya University of Commerce & Business,Nagoya,Medium,Yes,Business & management,Apr/Sep,Day,Partial,"BBA, MBA",business    management
Multi,Nagoya University of Economics,Nagoya,Medium,Yes,Economics & business,Apr/Sep,Day,Partial,BBA,economics    business
Multi,Ryukoku University,Kyoto,Medium,Yes,Humanities & eco,Apr/Sep,Day,Partial,"BA, BSc",humanity    eco
Multi,Sagami Womens University,Kanagawa,Medium,Yes,Womens arts & sciences,Apr/Sep,Day,Partial,"BA, BSc",woman s art    science
Multi,Saitama Prefectural University,Saitama,Medium,Yes,Public multi?disciplinary,Apr/Oct,Day,Partial,"BA, BSc",public multi disciplinary
Multi,Sapporo Gakuin University,Sapporo,Medium,Yes,Business & humanities,Apr/Oct,Day,Partial,"BA, BSc",business    humanity
Multi,Sapporo International University,Sapporo,Medium,Yes,Global studies & business,Apr/Oct,Day,Partial,BA,global study    business
Multi,Shoin University,Kanagawa,Medium,Yes,Business & humanities,Apr/Sep,Day,Partial,BA,business    humanity
Multi,Science University of Tokyo in Yamaguchi,Yamaguchi,Medium,Yes,Sciences & tech,Apr/Oct,Day,Partial,Sci,sciences    tech
Multi,Tokiwa University,Ibaraki,Medium,Yes,Business & education,Apr/Sep,Day,Partial,BA,business    education
Multi,Teikyo University of Science,Tokyo,Medium,Yes,Science & technology,Apr/Sep,Day,Partial,Sci,science    technology
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Akita University,Akita,Medium,Yes,"National university offering multi-disciplinary programs including IT, engineering, health & life sciences, business, and social sciences. Combines theory, labs, and projects.","April, October",Day,Partial,"BA, BSc, BEng, MSc, MBA, PhD",national university offer multi disciplinary program include   engineer   health    life science   business   social science   combine theory   lab   project
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Aoyama Gakuin University,Tokyo,Medium,Yes,"Private university offering programs in IT, engineering, business, social sciences, pharmacy, and life sciences. Focuses on practical skills, internships, and research projects.","April, September",Day,Partial,"BA, BSc, BEng, MBA, MS, PhD",private university offering program   engineering   business   social science   pharmacy   life science   focus practical skill   internship   research project
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Chiba University,Chiba,Medium,Yes,"Public research university offering comprehensive programs in computing, engineering, health & life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",public research university offer comprehensive program compute   engineering   health    life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Ehime University,Matsuyama,Medium,Yes,"Offers multi-disciplinary programs including engineering, computing, health sciences, pharmacy, management, and social sciences. Focus on research & practical training.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer multi disciplinary program include engineering   compute   health science   pharmacy   management   social science   focus research    practical training
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Fukuoka University,Fukuoka,Medium,Yes,"Private university providing courses in IT, engineering, life sciences, health sciences, management, and social sciences. Emphasis on labs and professional practice.","April, September",Day,Partial,"BA, BSc, BEng, MBA, MS, PhD",private university provide course   engineering   life sciences   health sciences   management   social science   emphasis lab professional practice
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Hiroshima University,Hiroshima,Medium,Yes,"National university offering computing, engineering, pharmacy, health & life sciences, management, and social sciences. Research-oriented curriculum.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",national university offering computing   engineering   pharmacy   health    life sciences   management   social science   research orient curriculum
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Hokkaido University,Sapporo,High,Yes,"One of Japans top universities offering programs in computing, engineering, pharmacy, life sciences, health sciences, management, and social sciences. Strong lab and research components.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",japan s university offer program compute   engineering   pharmacy   life sciences   health sciences   management   social science   strong lab research component
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Ibaraki University,Ibaraki,Medium,Yes,"Offers multi-disciplinary programs in IT, engineering, health sciences, life sciences, management, and social sciences. Focus on applied research and lab work.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer multi disciplinary program   engineering   health science   life sciences   management   social science   focus applied research lab work
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kanazawa University,Kanazawa,Medium,Yes,"National university with programs in computing, engineering, pharmacy, life sciences, management, and social sciences. Offers strong research opportunities and practical labs.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",national university program compute   engineering   pharmacy   life sciences   management   social science   offer strong research opportunity practical lab
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kanagawa University,Yokohama,Medium,Yes,"Private university offering multi-disciplinary programs including IT, engineering, health sciences, life sciences, management, and social sciences. Focus on research and internships.","April, September",Day,Partial,"BA, BSc, BEng, MSc, PhD",private university offer multi disciplinary program include   engineering   health science   life sciences   management   social science   focus research internship
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Keio University,Tokyo,High,Yes,"Prestigious private university offering computing, engineering, health sciences, life sciences, management, pharmacy, and social sciences. Combines theory with practical labs.","April, September",Day,Partial,"BA, BSc, BEng, MSc, MBA, PhD",prestigious private university offering computing   engineering   health science   life sciences   management   pharmacy   social science   combine theory practical lab
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kindai University,Osaka,Medium,Yes,"Offers programs in IT, engineering, life sciences, pharmacy, health sciences, management, and social sciences. Emphasis on labs, research, and internships.","April, September",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer program   engineering   life science   pharmacy   health sciences   management   social science   emphasis labs   research   internship
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kyoto University,Kyoto,High,Yes,"Top national university offering computing, engineering, pharmacy, health & life sciences, management, and social sciences. Strong research and laboratory focus.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",national university offering computing   engineering   pharmacy   health    life sciences   management   social science   strong research laboratory focus
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kyoto Institute of Technology,Kyoto,Medium,Yes,"Specialized in engineering, IT, life sciences, and health sciences with management and social science electives. Practical lab-based education.","April, October",Day,Partial,"BEng, BSc, MSc, PhD",specialize engineer     life sciences   health science management social science elective   practical lab base education
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kyushu University,Fukuoka,High,Yes,"National research university offering computing, engineering, pharmacy, life sciences, health sciences, management, and social sciences. Research-intensive programs.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",national research university offering computing   engineering   pharmacy   life sciences   health sciences   management   social science   research intensive program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Meiji University,Tokyo,Medium,Yes,"Private multi-disciplinary programs in IT, engineering, pharmacy, life sciences, health sciences, management, and social sciences. Strong practical focus.","April, September",Day,Partial,"BA, BSc, BEng, MSc, MBA, PhD",private multi disciplinary program   engineering   pharmacy   life sciences   health sciences   management   social science   strong practical focus
